Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Potato chips,"Meals, Entrees, and Side Dishes",0.024,536.0,53.0,0.0,0.00031,35.0,4.8,4.5e-05,0.0016,0.067,9.8,48.0,0.0,0.0,0.0,0.165,12.0,1.275,7.0,11.0,8.1e-06,0.008,,0.0,0.0,0.00017,0.0,0.0002,0.0038,0.0004,0.00066,0.031,0.0011,0.038,,0.153,0.00028000000000000003,0.00041999999999999996,0.00041999999999999996,0.00044,0.00011,0.00031,,0.22,0.00025,0.00011,0.00039,0.0,0.0091,2.2e-05,,,,,,,
Pretzels,"Meals, Entrees, and Side Dishes",0.036,381.0,79.0,0.0,0.00026000000000000003,3.5,2.8,8.3e-05,0.0017,0.035,1.4,76.0,,,,0.113,1.2,0.146,9.1,0.75,5.7999999999999995e-06,1.715,,0.0,0.0,0.00017999999999999998,0.0,0.0001,0.0019,0.00029,0.00011999999999999999,0.0,0.00085,,,0.0002,0.00035,0.00064,0.00022,0.0018,0.00016,0.00045,,,0.00026000000000000003,0.00011,0.00039,,,,,,,,,,
Tagliatelle,"Meals, Entrees, and Side Dishes",0.015,288.0,55.0,0.073,0.00023,2.3,,0.000176,0.0034,0.046,0.27,55.0,,,,0.163,0.94,0.179,11.0,0.33,,0.026,,47.0,1.4e-05,0.0007099999999999999,3.1e-07,0.00044,0.0034,0.00054,8.999999999999999e-05,0.0,0.0012,,,0.00023,0.00043,0.00076,0.00020999999999999998,0.00055,0.00017,0.00054,,,0.0003,0.00014000000000000001,0.00047999999999999996,,,,,,,,,,
Scrambled egg,"Meals, Entrees, and Side Dishes",0.057,212.0,2.1,0.426,7.000000000000001e-05,16.0,0.0,2.9e-05,0.0026,0.014,5.9,2.1,0.0,0.0,0.0,0.242,2.0,0.147,14.0,6.2,2.3e-05,0.187,,679.0,0.000176,8e-05,1e-06,0.0005200000000000001,0.00020999999999999998,0.00094,0.00019,0.0033,0.0017,0.181,,0.00033,0.0008399999999999999,0.0012,0.00091,4e-05,0.00043,0.00075,,1.6,0.00066,0.00020999999999999998,0.0009599999999999999,1.1e-06,0.0009599999999999999,9e-06,,,,,,,
Caesar salad,"Meals, Entrees, and Side Dishes",0.233,265.0,32.0,0.024,0.00013000000000000002,9.5,1.7,,0.0023,0.028,2.4,30.0,,,,0.231,1.5,0.17,13.0,4.2,3.1e-05,0.454,,360.0,7.8e-05,0.00038,4.0000000000000003e-07,0.0003,0.0032,0.00045,,0.0,0.0016,,1.1,0.00035999999999999997,0.00055,0.0011,0.0005200000000000001,0.00032,0.0003,0.0007199999999999999,25.0,4.0,0.00039,0.00015,0.0007,0.0,0.00061,5.9e-06,0.16,0.0,0.0,,,,
Ravioli,"Meals, Entrees, and Side Dishes",0.033,77.0,14.0,0.003,0.00014000000000000001,1.5,1.3,2e-05,0.00074,0.015,0.42,12.0,0.0,0.0,0.0,0.05,0.18,0.232,2.5,0.72,3.5e-06,0.306,,207.0,1e-05,7.000000000000001e-05,3e-08,8e-05,0.0011,0.00027,0.0001,0.0,0.00035999999999999997,0.0095,,,,,,0.00017999999999999998,,,,3.7,,,,0.0,0.00085,2.3e-06,,0.0,,,,,
Tortellini,"Meals, Entrees, and Side Dishes",0.152,307.0,47.0,0.042,8e-05,7.2,1.9,7.4e-05,0.0015,0.021,2.1,45.0,0.0,0.0,0.0,0.212,0.46,0.089,14.0,3.6,2.4e-05,0.406,,143.0,3.8e-05,0.00031,1.6e-07,0.00031,0.0027,,4e-05,0.0,0.001,0.0054,,,,,,,,,,0.95,,,,0.0,0.00016,1.3e-06,,,,,,,
Lasagne,"Meals, Entrees, and Side Dishes",0.088,135.0,15.0,0.017,8.999999999999999e-05,4.9,1.7,2.4e-05,0.0007099999999999999,0.02,1.8,14.0,0.0,0.0,0.0,0.115,0.43,0.196,7.3,2.3,1.6e-05,0.373,0.2,437.0,4.1e-05,7.000000000000001e-05,3.3e-07,7.000000000000001e-05,0.0015,0.00032,0.00011999999999999999,0.0025,0.00087,0.023,1.0,0.00017999999999999998,0.00022,0.00058,0.00049,0.00019,0.00016,0.00033,9.8,3.1,0.00022,8.999999999999999e-05,0.00029,0.0,0.00085,7e-06,0.03,0.01,0.0,0.0,0.01,0.32,
Fettuccine,"Meals, Entrees, and Side Dishes",0.028,99.0,14.0,0.014,,2.7,2.0,6e-06,0.0006,0.006,0.9,12.0,,,,0.025,0.4,0.168,6.2,0.9,,0.166,0.0,,,8.999999999999999e-05,0.0,7.000000000000001e-05,0.0018,,5e-05,,0.0001,,,,,,,,,,,1.3,,,,0.0,0.00045,,,,,,,,
Penne,"Meals, Entrees, and Side Dishes",0.089,126.0,17.0,0.012,,4.0,2.7,,0.0008,0.03,1.0,14.0,,,,0.118,0.4,0.122,5.7,2.3,,0.248,0.2,0.0,,,,,,,,0.0,0.0011,,,,,,,,,,,1.9,,,,0.0,,,,,,,,,
Sweet potato chips,"Meals, Entrees, and Side Dishes",0.059,532.0,57.0,0.0,0.00041,32.0,8.8,3.7e-05,0.0021000000000000003,0.065,9.2,48.0,0.0,0.0,0.0,0.145,12.0,0.925,2.9,2.9,2.1000000000000002e-06,0.035,0.0,23675.0,0.001184,8.999999999999999e-05,0.0,0.00016,0.0021000000000000003,0.0016,0.00054,0.0,0.00053,0.037,,0.0001,0.00017,0.00029,0.00020999999999999998,0.0013,8.999999999999999e-05,0.00028000000000000003,,8.8,0.00026000000000000003,0.0001,0.00027,0.0,0.009800000000000001,2.5e-05,,,,,,,
Plantain chips,"Meals, Entrees, and Side Dishes",0.009,531.0,64.0,0.0,0.0002,30.0,3.5,3.5e-05,0.0009699999999999999,0.071,5.6,60.0,0.0,0.0,0.03,0.078,12.0,0.786,2.3,8.3,4.0000000000000003e-07,0.202,0.19,1386.0,6.9e-05,7.000000000000001e-05,0.0,4e-05,0.0008,0.0011,0.00046,0.032,0.00037,0.0,,,,,,0.00028000000000000003,,,51.0,0.92,,,,0.0,0.005,2.9e-05,0.08,0.01,0.0,0.0,0.0,11.0,
Clif Bar,"Meals, Entrees, and Side Dishes",0.368,346.0,65.0,0.0,0.00044,5.9,7.4,0.000118,0.0066,0.147,1.1,58.0,0.0,0.0,0.0,0.294,2.2,0.412,15.0,1.5,2.1e-05,0.195,0.0,20.0,1e-06,0.00055,1.3e-06,0.00038,0.0044,0.0022,0.0005899999999999999,0.088,0.0044,0.046,,,,,,0.0021000000000000003,,,,32.0,,,,0.0,0.00023999999999999998,3.7e-05,,,,,,,
Prawn crackers (Shrimp chips),"Meals, Entrees, and Side Dishes",0.02,426.0,59.0,0.002,0.00022,18.0,5.6,2.3e-05,0.0019,0.072,8.0,53.0,0.0,0.0,0.0,0.191,4.0,0.193,7.1,5.4,3.3e-05,0.571,0.07,0.0,0.0,0.00026000000000000003,2e-08,8.999999999999999e-05,0.0026,0.00032,0.00022,0.0,0.0014,0.018,0.02,0.00019,0.00023999999999999998,0.00049,0.00020999999999999998,0.0021000000000000003,0.00013000000000000002,0.00037,30.0,21.0,0.0002,8.999999999999999e-05,0.00031,0.0,0.0033,1.3e-05,,0.0,,,,,
Pico de gallo,"Meals, Entrees, and Side Dishes",0.0,31.0,9.4,0.0,,0.0,,,0.0,,,9.4,,,,,,,0.0,0.0,,0.469,,313.0,,,,,,,,0.0038,,,,,,,,,,,,6.3,,,,,,,,,,,,,
Pilaf,"Meals, Entrees, and Side Dishes",0.083,359.0,76.0,0.001,0.00017,1.4,1.2,0.000212,0.0024,0.032,0.37,75.0,0.0,0.0,0.0,0.154,0.38,0.188,10.0,0.31,3.2e-05,1.303,0.0,14.0,4e-06,0.0006,2e-08,8.999999999999999e-05,0.0060999999999999995,0.0007199999999999999,0.0004,0.0040999999999999995,0.001,0.018,0.0,0.00015,0.00028000000000000003,0.0005200000000000001,0.00019,0.00088,0.00015,0.00032,71.0,1.5,0.00022,8.999999999999999e-05,0.00037,0.0,4e-05,5e-07,,0.0,,,,,
Taquitos,"Meals, Entrees, and Side Dishes",0.104,284.0,34.0,0.013,0.0001,13.0,2.9,6.8e-05,0.0025,0.024,4.8,31.0,0.0,0.0,0.0,0.132,4.2,0.155,9.2,2.3,1.7e-05,0.453,0.07,206.0,3e-05,0.00033,1.8e-07,0.00028000000000000003,0.0039,0.00047999999999999996,0.00014000000000000001,0.0,0.0007099999999999999,0.016,0.12,0.00025,0.00035999999999999997,0.0007199999999999999,0.00047,0.00039,0.00019,0.00041999999999999996,30.0,1.3,0.00027,0.0001,0.00043,1.0000000000000001e-07,0.0011,1.7e-05,0.59,0.01,0.0,0.0,0.0,3.6,
Salisbury steak,"Meals, Entrees, and Side Dishes",0.047,149.0,6.8,0.033,8e-05,10.0,1.0,1.3e-05,0.00095,0.017,4.8,5.8,0.0,0.0,0.0,0.127,1.5,0.144,7.0,4.0,7.5e-06,0.509,0.28,5.0,2e-06,5.9999999999999995e-05,4.1e-07,0.00011999999999999999,0.0013,0.0002,0.00013000000000000002,0.0,0.00075,0.047,0.0,,,,,0.00017,,,2.5,0.26,,,,0.0,0.00023,1.7e-06,0.06,0.03,0.0,0.0,0.01,1.3,
Tortilla,"Meals, Entrees, and Side Dishes",0.244,310.0,46.0,0.0,0.00027,9.8,9.8,0.000138,0.0026,0.085,3.1,36.0,0.0,0.0,0.0,0.346,0.99,0.262,9.8,4.9,3.7e-05,0.512,0.0,5.0,0.0,0.00082,0.0,0.00029,0.004900000000000001,,0.00031,0.0,0.0019,0.02,,0.00026000000000000003,0.00035,0.00067,0.00037,,0.00016,0.00049,,2.4,0.00031,0.00013000000000000002,0.00044,0.0,0.0009,4.5e-06,,0.0,,,,,
Tamale,"Meals, Entrees, and Side Dishes",0.029,153.0,18.0,0.017,5.9999999999999995e-05,6.1,3.1,1.5e-05,0.0012,0.022,2.7,15.0,,,,0.099,0.69,0.131,6.3,2.4,6e-06,0.427,,0.0,0.0,5e-05,5.4e-07,8e-05,0.0016,0.00020999999999999998,0.00014000000000000001,0.0017,0.0015,,0.17,0.0002,0.00027,0.00057,0.00043,0.00017,0.00015,0.00028000000000000003,12.0,0.99,0.00023999999999999998,5e-05,0.00032,,0.0,,0.03,0.0,0.0,,,,
Pupusas,"Meals, Entrees, and Side Dishes",0.049,232.0,23.0,0.029,7.000000000000001e-05,10.0,2.6,4e-06,0.001,0.038,4.0,20.0,0.0,0.01,0.0,0.162,2.2,0.255,12.0,3.2,1.8e-05,0.426,0.08,84.0,1e-05,8e-05,2.8e-07,8.999999999999999e-05,0.0024,0.00064,0.00023,0.0001,0.0016,0.038,0.33,0.00035,0.00046,0.00098,0.00078,0.00016,0.00027,0.00046,19.0,1.5,0.00046,0.00011999999999999999,0.00053,7e-07,0.00035,1.1e-06,0.09,0.05,0.0,0.01,0.01,2.0,
Arepa,"Meals, Entrees, and Side Dishes",0.089,219.0,37.0,0.005,2.9999999999999997e-05,5.4,2.6,,0.001,0.027,1.5,35.0,0.0,0.0,0.0,0.117,0.99,0.088,5.5,2.9,6.1e-06,0.27,0.16,213.0,6.1e-05,7.000000000000001e-05,0.0,4e-05,0.0008900000000000001,0.0002,0.00011,,0.0008,0.0044,0.0,0.00017,0.00020999999999999998,0.00067,0.00023,0.00011999999999999999,0.00013000000000000002,0.00028000000000000003,,0.87,0.00019,5e-05,0.00028000000000000003,,0.00029,3.5e-06,0.07,0.0,0.0,0.0,0.01,0.83,
Spanish rice,"Meals, Entrees, and Side Dishes",0.02,185.0,31.0,0.0,7.000000000000001e-05,5.3,1.2,5e-05,0.0012,0.013,1.5,30.0,0.0,0.0,0.0,0.057,2.3,0.116,3.3,1.0,7.4e-06,0.528,0.07,100.0,6e-06,0.00017999999999999998,8e-08,7.000000000000001e-05,0.0024,0.00041999999999999996,8e-05,0.0001,0.00047999999999999996,0.0091,0.42,7.000000000000001e-05,0.00011,0.00023999999999999998,0.00013000000000000002,0.00039,7.000000000000001e-05,0.153,28.0,1.3,0.0001,4e-05,0.00014000000000000001,0.0,0.0006,1.3e-05,0.24,0.0,0.01,0.0,0.0,2.1,
Chinese egg rolls,"Meals, Entrees, and Side Dishes",0.04,250.0,27.0,0.016,0.00015,12.0,2.6,,0.0014,0.018,3.0,25.0,,,,0.085,5.6,0.165,8.3,2.1,0.0,0.468,0.1,,,0.00017,4.4e-07,8e-05,0.0027,0.00038,0.00017,0.0,0.00062,0.018,0.73,0.00017999999999999998,0.0003,0.00058,0.00037,0.00025,0.00015,0.00035999999999999997,20.0,,0.00034,7.000000000000001e-05,0.00033,,,5.9e-05,0.64,0.01,0.02,,,4.9,
Chinese fried rice,"Meals, Entrees, and Side Dishes",0.012,174.0,33.0,0.018,0.0001,3.0,1.1,6e-06,0.00066,0.01,0.65,32.0,0.0,0.0,0.0,0.051,1.1,0.076,4.1,0.54,8.3e-06,0.387,0.01,279.0,2.2e-05,2e-05,0.0,2.9999999999999997e-05,0.00064,,2.9999999999999997e-05,0.0038,0.0007199999999999999,0.0055,0.05,8.999999999999999e-05,0.00017,0.00034,0.00017,0.00043,0.00011,0.00023,31.0,0.56,0.00017,5e-05,0.00025,0.0,0.00013000000000000002,2.8e-06,0.11,0.0,0.0,0.0,0.0,0.98,
Chinese cuisine,"Meals, Entrees, and Side Dishes",0.022,105.0,7.3,0.014,5e-05,5.3,1.5,4.5e-05,0.0011,0.015,1.2,5.8,0.0,0.01,0.0,0.076,2.1,0.204,7.1,0.98,6.7e-06,0.409,0.06,1262.0,6.3e-05,2.9999999999999997e-05,4.8e-07,5.9999999999999995e-05,0.0013,0.00044,0.00016,0.012,0.0015,0.035,0.55,0.00020999999999999998,0.00031,0.00053,0.00055,0.00015,0.00016,0.00032,1.8,2.4,0.00031,8e-05,0.00033,1.0000000000000001e-07,0.00082,5.1e-05,0.26,0.0,0.0,0.0,0.0,1.8,
Mozzarella cheese sticks,"Meals, Entrees, and Side Dishes",0.331,324.0,27.0,0.032,7.000000000000001e-05,18.0,1.6,2.6e-05,0.0008399999999999999,0.021,4.3,26.0,0.0,0.01,0.0,0.358,5.1,0.121,14.0,6.6,1.6e-05,1.008,0.37,343.0,9.6e-05,0.00015,9.499999999999999e-07,0.00026000000000000003,0.00098,0.00038,8e-05,,0.002,,0.2,0.00044,0.0007199999999999999,0.0015,0.0012,0.00035999999999999997,0.00041,0.0008100000000000001,22.0,2.8,0.00047,0.00017999999999999998,0.00093,,0.00074,2.5e-05,0.52,0.01,0.05,0.0,0.01,4.3,
Chinese lemon chicken,"Meals, Entrees, and Side Dishes",0.04,252.0,21.0,0.032,4e-05,14.0,1.0,9e-06,0.0012,0.016,2.7,20.0,0.0,0.0,0.0,0.136,6.1,0.161,12.0,2.0,1.3e-05,0.252,0.07,11.0,3e-06,5e-05,1.1e-07,7.000000000000001e-05,0.0038,0.0005200000000000001,0.00025,0.0023,0.00051,0.029,1.5,0.00037,0.00054,0.00098,0.0009599999999999999,8.999999999999999e-05,0.00033,0.00047999999999999996,10.0,8.2,0.00051,0.00014000000000000001,0.00057,1.0000000000000001e-07,0.0013,2.4e-05,0.66,0.01,0.01,0.0,0.01,5.3,
General tso's chicken,"Meals, Entrees, and Side Dishes",0.012,295.0,24.0,0.053,5e-05,16.0,0.9,1.1e-05,0.0012,0.018,3.9,23.0,0.01,0.01,0.01,0.127,7.5,0.201,13.0,2.8,1.4e-05,0.435,0.09,94.0,1.1e-05,2.9999999999999997e-05,2.2e-07,0.00011999999999999999,0.0029,0.00062,0.0002,0.0016,0.0013,0.042,0.51,0.00033,0.0005600000000000001,0.001,0.0011,8e-05,0.00033,0.0005600000000000001,12.0,12.0,0.00055,0.00014000000000000001,0.00061,2.0000000000000002e-07,0.0012,3.8e-05,0.84,0.01,0.01,0.0,0.01,6.5,
Kung Pao chicken,"Meals, Entrees, and Side Dishes",0.02,129.0,6.9,0.026,7.000000000000001e-05,7.0,1.5,1.6e-05,0.00076,0.024,2.2,5.4,0.0,0.0,0.0,0.094,3.0,0.218,9.8,1.4,8.1e-06,0.402,0.03,1299.0,6.5e-05,2.9999999999999997e-05,1.1e-07,5.9999999999999995e-05,0.0028,0.0005,0.00023999999999999998,0.0070999999999999995,0.00074,0.037,0.54,0.00027,0.00043,0.00078,0.00045,0.00026000000000000003,0.00023999999999999998,0.0004,2.5,3.0,0.00041,0.00011999999999999999,0.00047,0.0,0.001,1.4e-05,0.24,0.01,0.0,0.0,0.01,2.7,
Lo mein,"Meals, Entrees, and Side Dishes",0.021,121.0,20.0,0.0,5.9999999999999995e-05,2.4,1.3,2.8e-05,0.0011,0.014,0.59,19.0,0.0,0.0,0.0,0.045,1.3,0.105,4.8,0.46,1.2e-05,0.43,0.01,179.0,9e-06,5e-05,0.0,0.00011999999999999999,0.0008100000000000001,0.00027,7.000000000000001e-05,0.0017,0.00035999999999999997,0.0089,0.33,,,,,0.00023999999999999998,,,17.0,2.6,,,,1.0000000000000001e-07,0.0003,1.3e-05,0.14,0.0,0.0,0.0,0.0,1.1,
Orange chicken,"Meals, Entrees, and Side Dishes",0.014,262.0,22.0,0.061,4e-05,13.0,0.8,1e-05,0.00094,0.02,3.5,22.0,0.01,0.0,0.0,0.13,6.1,0.209,14.0,2.4,1.7e-05,0.553,0.05,264.0,7.5e-05,4e-05,2.0000000000000002e-07,0.00022,0.0036,0.001,0.00023,0.0009,0.0011,0.066,0.67,0.00035999999999999997,0.00058,0.001,0.0011,8.999999999999999e-05,0.00034,0.00051,11.0,14.0,0.00058,0.00011,0.00061,1.0000000000000001e-07,0.0011,2.4e-05,0.62,0.01,0.03,0.0,0.01,5.3,
Sesame chicken,"Meals, Entrees, and Side Dishes",0.012,293.0,27.0,0.059,5e-05,14.0,0.7,8e-06,0.0011,0.022,3.5,26.0,0.01,0.01,0.0,0.13,6.9,0.204,14.0,2.4,1.7e-05,0.482,0.05,293.0,8.3e-05,4e-05,2.5e-07,0.00023,0.004,,0.00027,0.001,0.00091,0.073,2.0,,,,,8e-05,,,11.0,16.0,,,,1.0000000000000001e-07,0.0013,2.7e-05,0.77,0.01,0.04,0.0,0.01,5.9,
Vermicelli,"Meals, Entrees, and Side Dishes",0.055,331.0,82.0,0.0,0.0019,0.1,3.9,0.0,0.0018,0.002,0.01,78.0,0.0,0.0,0.0,0.02,0.04,0.003,0.1,0.01,2.7e-05,0.004,0.0,37.0,2e-06,0.0,0.0,0.0,0.0,,0.0,0.0,0.004200000000000001,0.177,,,,,,,,,,17.0,,,,0.0,0.00051,3.7999999999999996e-06,,,,,,,
Baby food,Baby Foods,0.733,379.0,73.0,0.0,0.00033,4.4,7.5,4.3e-05,0.048,0.1,1.2,66.0,0.0,0.0,0.0,0.392,1.7,0.437,12.0,0.77,2.6e-05,0.003,,20.0,1e-06,0.0024,0.0,0.0027,0.035,0.0011,0.00019,0.0023,0.0024,0.023,,0.00029,0.00047999999999999996,0.001,0.0004,,0.00023999999999999998,0.00067,,0.87,0.0004,0.00016,0.00065,0.0,0.0037,1.5e-06,,,,,,,
Zwieback,Baby Foods,0.02,426.0,74.0,0.008,0.00015,9.7,2.5,8.7e-05,0.0006,0.014,4.2,72.0,0.0,0.0,0.0,0.055,2.1,0.305,10.0,2.5,2.9e-05,0.227,0.01,58.0,1.6e-05,0.00020999999999999998,0.0,0.00023999999999999998,0.0013,0.00054,8e-05,0.0053,0.00054,0.011,,,,,,,,,,13.0,,,,0.0,0.0024,9.000000000000001e-07,,0.0,,,,,
Cherry juice,Baby Foods,0.007,47.0,11.0,0.0,2e-05,0.1,0.3,0.0,0.00035,0.003,0.0,11.0,0.0,0.0,0.0,0.012,0.03,0.11,0.2,0.02,1.0000000000000001e-07,0.004,,18.0,1e-06,1e-05,0.0,2e-05,0.00011,,2.9999999999999997e-05,0.032,2.9999999999999997e-05,0.0019,,,,,,,,,,11.0,,,,0.0,2e-05,2.0000000000000002e-07,,,,,,,
